timestamp,focus_state,confidence_score,focus_score,relaxed_prob,neutral_prob,concentrating_prob
06:29:37,concentrating,0.982,1.0,0.33,0.33,0.34
06:29:39,concentrating,0.911,1.0,0.33,0.33,0.34
06:29:40,concentrating,0.933,1.0,0.33,0.33,0.34
06:29:41,concentrating,0.947,1.0,0.33,0.33,0.34
06:29:42,concentrating,0.947,1.0,0.33,0.33,0.34
06:29:43,concentrating,0.95,1.0,0.33,0.33,0.34
06:29:45,concentrating,0.954,1.0,0.33,0.33,0.34
06:29:46,concentrating,0.954,1.0,0.33,0.33,0.34
06:29:47,concentrating,0.957,1.0,0.33,0.33,0.34
06:29:49,concentrating,0.954,1.0,0.33,0.33,0.34
06:29:50,concentrating,0.961,1.0,0.33,0.33,0.34
06:29:51,concentrating,0.961,1.0,0.33,0.33,0.34
06:29:53,concentrating,0.96,1.0,0.33,0.33,0.34
06:29:55,concentrating,0.959,1.0,0.33,0.33,0.34
06:29:56,concentrating,0.958,1.0,0.33,0.33,0.34
06:29:58,concentrating,0.96,1.0,0.33,0.33,0.34
06:30:00,concentrating,0.961,1.0,0.33,0.33,0.34
06:30:02,concentrating,0.958,1.0,0.33,0.33,0.34
06:30:04,concentrating,0.955,1.0,0.33,0.33,0.34
06:30:06,concentrating,0.956,1.0,0.33,0.33,0.34
06:30:08,concentrating,0.955,1.0,0.33,0.33,0.34
06:30:11,concentrating,0.955,1.0,0.33,0.33,0.34
06:30:13,concentrating,0.957,1.0,0.33,0.33,0.34
06:30:16,concentrating,0.954,1.0,0.33,0.33,0.34
06:30:18,concentrating,0.956,1.0,0.33,0.33,0.34
06:30:21,concentrating,0.947,1.0,0.33,0.33,0.34
06:30:24,concentrating,0.948,1.0,0.33,0.33,0.34
06:30:27,concentrating,0.949,1.0,0.33,0.33,0.34
06:30:30,concentrating,0.95,1.0,0.33,0.33,0.34
06:30:34,concentrating,0.945,1.0,0.33,0.33,0.34
06:30:37,concentrating,0.945,1.0,0.33,0.33,0.34
06:30:41,concentrating,0.947,1.0,0.33,0.33,0.34
06:30:45,concentrating,0.948,1.0,0.33,0.33,0.34
06:30:49,concentrating,0.951,1.0,0.33,0.33,0.34
06:30:53,concentrating,0.953,1.0,0.33,0.33,0.34
06:30:57,concentrating,0.954,1.0,0.33,0.33,0.34
06:31:01,concentrating,0.954,1.0,0.33,0.33,0.34
06:31:06,concentrating,0.954,1.0,0.33,0.33,0.34
06:31:11,concentrating,0.953,1.0,0.33,0.33,0.34
06:31:16,concentrating,0.949,1.0,0.33,0.33,0.34
06:31:21,concentrating,0.95,1.0,0.33,0.33,0.34
06:31:27,concentrating,0.945,1.0,0.33,0.33,0.34
06:31:33,concentrating,0.945,1.0,0.33,0.33,0.34
06:31:39,concentrating,0.944,1.0,0.33,0.33,0.34
06:31:45,concentrating,0.942,1.0,0.33,0.33,0.34
06:31:52,concentrating,0.94,1.0,0.33,0.33,0.34
06:31:58,concentrating,0.938,1.0,0.33,0.33,0.34
06:32:05,concentrating,0.939,1.0,0.33,0.33,0.34
06:32:13,concentrating,0.934,1.0,0.33,0.33,0.34
06:32:20,concentrating,0.936,1.0,0.33,0.33,0.34
06:32:28,concentrating,0.929,1.0,0.33,0.33,0.34
06:32:37,concentrating,0.928,1.0,0.33,0.33,0.34
06:32:46,concentrating,0.926,1.0,0.33,0.33,0.34
06:32:55,concentrating,0.928,1.0,0.33,0.33,0.34
06:33:05,concentrating,0.924,1.0,0.33,0.33,0.34
06:33:16,concentrating,0.925,1.0,0.33,0.33,0.34
06:33:27,concentrating,0.925,1.0,0.33,0.33,0.34
06:33:38,concentrating,0.924,1.0,0.33,0.33,0.34
06:33:50,concentrating,0.921,1.0,0.33,0.33,0.34
06:34:03,concentrating,0.918,1.0,0.33,0.33,0.34
06:34:16,concentrating,0.916,1.0,0.33,0.33,0.34
06:34:30,concentrating,0.912,1.0,0.33,0.33,0.34
06:34:44,concentrating,0.914,1.0,0.33,0.33,0.34
